date,weatherDay,weatherNight,minTemp,maxTemp,windDay,windNight
2016年03月19日,多云,多云,3,16,无持续风向 ≤3级,无持续风向 ≤3级
2016年03月20日,多云,晴,4,16,无持续风向 ≤3级,无持续风向 ≤3级
2016年03月21日,晴,阴,8,20,无持续风向 ≤3级,无持续风向 ≤3级
2016年03月22日,阴,多云,5,14,无持续风向 ≤3级,北风 3-4级
2016年03月23日,晴,晴,2,15,北风 3-4级,无持续风向 ≤3级
2016年03月24日,晴,晴,3,15,无持续风向 ≤3级,无持续风向 ≤3级
2016年03月25日,晴,晴,4,15,无持续风向 ≤3级,北风 3-4级
2016年03月26日,晴,晴,5,19,北风 3-4级,无持续风向 ≤3级
2016年03月27日,晴,晴,5,21,无持续风向 ≤3级,无持续风向 ≤3级
2016年03月28日,多云,浮尘,8,22,北风 3-4级,北风 3-4级
2016年03月29日,晴,晴,7,22,无持续风向 ≤3级,无持续风向 ≤3级
2016年03月30日,晴,晴,7,22,无持续风向 ≤3级,无持续风向 ≤3级
2016年03月31日,晴,浮尘,14,24,南风 3-4级,北风 3-4级
2016年04月01日,晴,多云,11,23,北风 3-4级,北风 3-4级
2016年04月02日,多云,阴,8,18,北风 3-4级,北风 3-4级
2016年04月03日,多云,晴,6,18,无持续风向 ≤3级,无持续风向 ≤3级
2016年04月04日,晴,多云,8,22,无持续风向 ≤3级,无持续风向 ≤3级
2016年04月05日,晴,霾,11,24,南风 3-4级,南风 3-4级
2016年04月06日,阵雨,阵雨,12,22,无持续风向 ≤3级,无持续风向 ≤3级
2016年04月07日,晴,晴,9,24,北风 3-4级,北风 3-4级
2016年04月08日,晴,晴,10,25,南风 3-4级,无持续风向 ≤3级
2016年04月09日,晴,晴,8,26,无持续风向 ≤3级,无持续风向 ≤3级
2016年04月10日,晴,晴,5,19,无持续风向 ≤3级,无持续风向 ≤3级
2016年04月11日,阴,小雨,8,17,无持续风向 ≤3级,无持续风向 ≤3级
2016年04月12日,多云,多云,8,20,无持续风向 ≤3级,无持续风向 ≤3级
2016年04月13日,晴,晴,10,26,北风 3-4级,北风 3-4级
2016年04月14日,晴,多云,10,24,无持续风向 ≤3级,无持续风向 ≤3级
2016年04月15日,阵雨,小雨,13,23,无持续风向 ≤3级,北风 3-4级
2016年04月16日,多云,晴,11,22,北风 4-5级,北风 3-4级
2016年04月17日,晴,阴,10,20,北风 3-4级,北风 3-4级
2016年04月18日,晴,阴,8,21,北风 3-4级,无持续风向 ≤3级
2016年04月19日,小雨,多云,9,15,无持续风向 ≤3级,无持续风向 ≤3级
2016年04月20日,多云,晴,10,26,无持续风向 ≤3级,无持续风向 ≤3级
2016年04月21日,晴,晴,15,30,北风 3-4级,北风 4-5级
2016年04月22日,晴,晴,10,25,北风 3-4级,无持续风向 ≤3级
2016年04月23日,晴,晴,8,23,无持续风向 ≤3级,无持续风向 ≤3级
2016年04月24日,晴,晴,16,27,南风 3-4级,南风 3-4级
2016年04月25日,晴,多云,14,29,南风 3-4级,无持续风向 ≤3级
2016年04月26日,多云,阴,13,24,无持续风向 ≤3级,无持续风向 ≤3级
2016年04月27日,阴,阴,12,18,无持续风向 ≤3级,无持续风向 ≤3级
2016年04月28日,晴,多云,13,26,南风 3-4级,无持续风向 ≤3级
2016年04月29日,多云,晴,15,28,无持续风向 ≤3级,无持续风向 ≤3级
2016年04月30日,霾,霾,15,31,无持续风向 ≤3级,无持续风向 ≤3级
2016年05月01日,霾,雷阵雨,17,32,无持续风向 ≤3级,北风 3-4级
2016年05月02日,阵雨,多云,10,22,北风 4-5级,北风 3-4级
2016年05月03日,晴,晴,10,27,北风 4-5级,无持续风向 ≤3级
2016年05月04日,多云,阵雨,15,28,无持续风向 ≤3级,无持续风向 ≤3级
2016年05月05日,多云,晴,14,27,北风 4-5级,北风 4-5级
2016年05月06日,晴,晴,12,25,北风 4-5级,无持续风向 ≤3级
2016年05月07日,晴,晴,12,26,无持续风向 ≤3级,无持续风向 ≤3级
2016年05月08日,晴,阴,15,27,南风 3-4级,无持续风向 ≤3级
2016年05月09日,小雨,多云,12,22,无持续风向 ≤3级,无持续风向 ≤3级
2016年05月10日,晴,多云,17,27,无持续风向 ≤3级,无持续风向 ≤3级
2016年05月11日,多云,雷阵雨,19,29,无持续风向 ≤3级,北风 3-4级
2016年05月12日,多云,晴,9,23,北风 4-5级,北风 3-4级
2016年05月13日,晴,小雨,13,25,无持续风向 ≤3级,无持续风向 ≤3级
2016年05月14日,小雨,阴,11,15,无持续风向 ≤3级,北风 3-4级
2016年05月15日,多云,晴,10,24,北风 4-5级,无持续风向 ≤3级
2016年05月16日,晴,晴,15,30,南风 3-4级,无持续风向 ≤3级
2016年05月17日,晴,晴,17,31,无持续风向 ≤3级,无持续风向 ≤3级
2016年05月18日,晴,多云,18,28,无持续风向 ≤3级,无持续风向 ≤3级
2016年05月19日,晴,霾,15,29,无持续风向 ≤3级,无持续风向 ≤3级
2016年05月20日,霾,霾,16,30,无持续风向 ≤3级,无持续风向 ≤3级
2016年05月21日,霾,晴,15,30,无持续风向 ≤3级,无持续风向 ≤3级
2016年05月22日,多云,多云,18,29,无持续风向 ≤3级,无持续风向 ≤3级
2016年05月23日,阵雨,阵雨,13,24,无持续风向 ≤3级,无持续风向 ≤3级
2016年05月24日,多云,阵雨,17,29,南风 3-4级,北风 3-4级
2016年05月25日,多云,多云,17,30,南风 3-4级,北风 3-4级
2016年05月26日,晴,晴,16,30,北风 4-5级,无持续风向 ≤3级
2016年05月27日,晴,多云,18,31,南风 3-4级,无持续风向 ≤3级
2016年05月28日,多云,多云,18,30,无持续风向 ≤3级,北风 3-4级
2016年05月29日,晴,晴,18,31,北风 3-4级,无持续风向 ≤3级
2016年05月30日,多云,阴,22,34,无持续风向 ≤3级,无持续风向 ≤3级
2016年05月31日,多云,多云,17,29,无持续风向 ≤3级,无持续风向 ≤3级
2016年06月01日,多云,多云,18,30,无持续风向 ≤3级,无持续风向 ≤3级
2016年06月02日,晴,多云,18,31,南风 3-4级,无持续风向 ≤3级
2016年06月03日,阴,阴,19,29,无持续风向 ≤3级,无持续风向 ≤3级
2016年06月04日,阴,多云,19,29,无持续风向 ≤3级,无持续风向 ≤3级
2016年06月05日,阴,多云,18,30,无持续风向 ≤3级,无持续风向 ≤3级
2016年06月06日,多云,小到中雨,19,31,无持续风向 ≤3级,无持续风向 ≤3级
2016年06月07日,阵雨,晴,16,25,无持续风向 ≤3级,无持续风向 ≤3级
2016年06月08日,多云,霾,19,31,无持续风向 ≤3级,无持续风向 ≤3级
2016年06月09日,阴,雷阵雨,22,32,南风 3-4级,南风 3-4级
2016年06月10日,雷阵雨,晴,20,32,北风 3-4级,无持续风向 ≤3级
2016年06月11日,晴,多云,18,30,北风 3-4级,无持续风向 ≤3级
2016年06月12日,多云,阴,20,32,无持续风向 ≤3级,无持续风向 ≤3级
2016年06月13日,雷阵雨,中到大雨,18,25,无持续风向 ≤3级,无持续风向 ≤3级
2016年06月14日,雷阵雨,阵雨,18,26,无持续风向 ≤3级,无持续风向 ≤3级
2016年06月15日,晴,晴,17,30,无持续风向 ≤3级,无持续风向 ≤3级
2016年06月16日,晴,多云,22,34,无持续风向 ≤3级,无持续风向 ≤3级
2016年06月17日,多云,雷阵雨,20,32,无持续风向 ≤3级,无持续风向 ≤3级
2016年06月18日,多云,晴,20,32,无持续风向 ≤3级,无持续风向 ≤3级
2016年06月19日,多云,雷阵雨,23,35,无持续风向 ≤3级,无持续风向 ≤3级
2016年06月20日,雷阵雨,雷阵雨,22,33,无持续风向 ≤3级,无持续风向 ≤3级
2016年06月21日,雷阵雨,多云,24,33,无持续风向 ≤3级,无持续风向 ≤3级
2016年06月22日,雷阵雨,雷阵雨,23,35,无持续风向 ≤3级,无持续风向 ≤3级
2016年06月23日,阴,多云,21,35,无持续风向 ≤3级,无持续风向 ≤3级
2016年06月24日,晴,晴,22,33,北风 3-4级,无持续风向 ≤3级
2016年06月25日,晴,晴,22,35,无持续风向 ≤3级,无持续风向 ≤3级
2016年06月26日,晴,阴,24,36,南风 3-4级,南风 3-4级
2016年06月27日,雷阵雨,中雨,21,33,无持续风向 ≤3级,无持续风向 ≤3级
2016年06月28日,雷阵雨,雷阵雨,20,27,无持续风向 ≤3级,无持续风向 ≤3级
2016年06月29日,雷阵雨,阴,22,29,无持续风向 ≤3级,无持续风向 ≤3级
2016年06月30日,多云,多云,22,31,无持续风向 ≤3级,无持续风向 ≤3级
2016年07月01日,多云,多云,21,30,无持续风向 ≤3级,无持续风向 ≤3级
2016年07月02日,晴,多云,21,32,无持续风向 ≤3级,无持续风向 ≤3级
2016年07月03日,雷阵雨,雷阵雨,23,31,无持续风向 ≤3级,无持续风向 ≤3级
2016年07月04日,阴,多云,21,30,无持续风向 ≤3级,无持续风向 ≤3级
2016年07月05日,霾,霾,22,32,无持续风向 ≤3级,无持续风向 ≤3级
2016年07月06日,晴,霾,22,32,无持续风向 ≤3级,无持续风向 ≤3级
2016年07月07日,晴,霾,23,33,无持续风向 ≤3级,无持续风向 ≤3级
2016年07月08日,多云,霾,24,32,无持续风向 ≤3级,无持续风向 ≤3级
2016年07月09日,多云,霾,25,34,无持续风向 ≤3级,无持续风向 ≤3级
2016年07月10日,多云,霾,26,36,南风 3-4级,无持续风向 ≤3级
2016年07月11日,多云,雷阵雨,24,36,无持续风向 ≤3级,无持续风向 ≤3级
2016年07月12日,雷阵雨,晴,23,32,无持续风向 ≤3级,无持续风向 ≤3级
2016年07月13日,晴,多云,24,35,无持续风向 ≤3级,无持续风向 ≤3级
2016年07月14日,阵雨,阵雨,22,31,无持续风向 ≤3级,无持续风向 ≤3级
2016年07月15日,阵雨,阴,20,28,无持续风向 ≤3级,无持续风向 ≤3级
2016年07月16日,阵雨,阵雨,22,29,无持续风向 ≤3级,无持续风向 ≤3级
2016年07月17日,阴,多云,23,31,无持续风向 ≤3级,无持续风向 ≤3级
2016年07月18日,晴,雷阵雨,23,33,无持续风向 ≤3级,无持续风向 ≤3级
2016年07月19日,雷阵雨,大雨,22,26,无持续风向 ≤3级,无持续风向 ≤3级
2016年07月20日,暴雨,小到中雨,20,24,东北风 3-4级,北风 3-4级
2016年07月21日,阵雨,阵雨,23,29,无持续风向 ≤3级,无持续风向 ≤3级
2016年07月22日,多云,雷阵雨,25,32,无持续风向 ≤3级,无持续风向 ≤3级
2016年07月23日,阴,雷阵雨,26,33,无持续风向 ≤3级,无持续风向 ≤3级
2016年07月24日,雷阵雨,暴雨,24,33,无持续风向 ≤3级,无持续风向 ≤3级
2016年07月25日,阵雨,多云,23,29,无持续风向 ≤3级,无持续风向 ≤3级
2016年07月26日,晴,晴,24,33,无持续风向 ≤3级,无持续风向 ≤3级
2016年07月27日,多云,多云,25,34,无持续风向 ≤3级,无持续风向 ≤3级
2016年07月28日,雷阵雨,雷阵雨,23,33,无持续风向 ≤3级,无持续风向 ≤3级
2016年07月29日,多云,雷阵雨,25,32,无持续风向 ≤3级,无持续风向 ≤3级
2016年07月30日,雷阵雨,雷阵雨,25,30,无持续风向 ≤3级,无持续风向 ≤3级
2016年07月31日,阴,雷阵雨,24,32,无持续风向 ≤3级,无持续风向 ≤3级
2016年08月01日,阴,多云,25,32,无持续风向 ≤3级,无持续风向 ≤3级
2016年08月02日,晴,晴,24,33,无持续风向 ≤3级,无持续风向 ≤3级
2016年08月03日,晴,晴,25,34,无持续风向 ≤3级,无持续风向 ≤3级
2016年08月04日,晴,多云,25,33,无持续风向 ≤3级,无持续风向 ≤3级
2016年08月05日,多云,多云,25,32,无持续风向 ≤3级,无持续风向 ≤3级
2016年08月06日,多云,中雨,24,33,无持续风向 ≤3级,无持续风向 ≤3级
2016年08月07日,阴,晴,23,29,无持续风向 ≤3级,无持续风向 ≤3级
2016年08月08日,阴,阴,23,30,无持续风向 ≤3级,无持续风向 ≤3级
2016年08月09日,晴,多云,24,31,无持续风向 ≤3级,无持续风向 ≤3级
2016年08月10日,多云,多云,26,33,无持续风向 ≤3级,无持续风向 ≤3级
2016年08月11日,阵雨,雷阵雨,27,33,无持续风向 ≤3级,无持续风向 ≤3级
2016年08月12日,雷阵雨,阴,25,31,无持续风向 ≤3级,无持续风向 ≤3级
2016年08月13日,多云,阴,24,33,无持续风向 ≤3级,无持续风向 ≤3级
2016年08月14日,多云,多云,24,32,无持续风向 ≤3级,无持续风向 ≤3级
2016年08月15日,阵雨,多云,20,30,无持续风向 ≤3级,无持续风向 ≤3级
2016年08月16日,晴,晴,22,31,无持续风向 ≤3级,无持续风向 ≤3级
2016年08月17日,阵雨,中雨,23,29,无持续风向 ≤3级,无持续风向 ≤3级
2016年08月18日,大雨,小雨,22,25,无持续风向 ≤3级,无持续风向 ≤3级
2016年08月19日,晴,晴,22,32,无持续风向 ≤3级,无持续风向 ≤3级
2016年08月20日,多云,晴,22,32,无持续风向 ≤3级,无持续风向 ≤3级
2016年08月21日,晴,多云,23,32,无持续风向 ≤3级,无持续风向 ≤3级
2016年08月22日,多云,阴,24,31,无持续风向 ≤3级,无持续风向 ≤3级
2016年08月23日,阵雨,阴,24,30,无持续风向 ≤3级,无持续风向 ≤3级
2016年08月24日,多云,雷阵雨,24,32,无持续风向 ≤3级,北风 4-5级
2016年08月25日,多云,晴,18,31,北风 4-5级,无持续风向 ≤3级
2016年08月26日,晴,多云,17,29,无持续风向 ≤3级,无持续风向 ≤3级
2016年08月27日,晴,多云,20,31,无持续风向 ≤3级,无持续风向 ≤3级
2016年08月28日,晴,晴,18,31,无持续风向 ≤3级,无持续风向 ≤3级
2016年08月29日,晴,多云,19,31,无持续风向 ≤3级,无持续风向 ≤3级
2016年08月30日,多云,晴,19,30,无持续风向 ≤3级,无持续风向 ≤3级
2016年08月31日,晴,阴,20,33,北风 3-4级,北风 3-4级
2016年09月01日,阴,阴,19,27,北风 3-4级,无持续风向 ≤3级
2016年09月02日,多云,多云,18,28,无持续风向 ≤3级,无持续风向 ≤3级
2016年09月03日,晴,阴,20,30,无持续风向 ≤3级,无持续风向 ≤3级
2016年09月04日,雷阵雨,多云,18,29,无持续风向 ≤3级,无持续风向 ≤3级
2016年09月05日,晴,多云,20,31,无持续风向 ≤3级,无持续风向 ≤3级
2016年09月06日,多云,阵雨,21,30,无持续风向 ≤3级,无持续风向 ≤3级
2016年09月07日,多云,多云,20,30,无持续风向 ≤3级,无持续风向 ≤3级
2016年09月08日,晴,晴,18,31,无持续风向 ≤3级,无持续风向 ≤3级
2016年09月09日,晴,多云,19,31,无持续风向 ≤3级,无持续风向 ≤3级
2016年09月10日,多云,阵雨,19,30,无持续风向 ≤3级,无持续风向 ≤3级
2016年09月11日,雷阵雨,多云,18,23,无持续风向 ≤3级,无持续风向 ≤3级
2016年09月12日,多云,多云,19,27,无持续风向 ≤3级,无持续风向 ≤3级
2016年09月13日,多云,多云,19,27,无持续风向 ≤3级,无持续风向 ≤3级
2016年09月14日,多云,多云,20,30,无持续风向 ≤3级,无持续风向 ≤3级
2016年09月15日,晴,多云,21,30,无持续风向 ≤3级,无持续风向 ≤3级
2016年09月16日,雷阵雨,阵雨,20,30,无持续风向 ≤3级,无持续风向 ≤3级
2016年09月17日,多云,小雨,18,25,无持续风向 ≤3级,无持续风向 ≤3级
2016年09月18日,阵雨,阴,15,21,无持续风向 ≤3级,无持续风向 ≤3级
2016年09月19日,晴,晴,13,25,无持续风向 ≤3级,无持续风向 ≤3级
2016年09月20日,晴,多云,15,26,无持续风向 ≤3级,无持续风向 ≤3级
2016年09月21日,阵雨,多云,16,24,无持续风向 ≤3级,无持续风向 ≤3级
2016年09月22日,阵雨,雷阵雨,17,26,无持续风向 ≤3级,无持续风向 ≤3级
2016年09月23日,雾,雷阵雨,19,27,无持续风向 ≤3级,无持续风向 ≤3级
2016年09月24日,多云,雷阵雨,20,29,无持续风向 ≤3级,无持续风向 ≤3级
2016年09月25日,多云,霾,19,27,无持续风向 ≤3级,无持续风向 ≤3级
2016年09月26日,阵雨,多云,18,24,无持续风向 ≤3级,北风 3-4级
2016年09月27日,多云,晴,12,23,北风 4-5级,北风 3-4级
2016年09月28日,晴,晴,10,20,无持续风向 ≤3级,无持续风向 ≤3级
2016年09月29日,晴,多云,12,22,无持续风向 ≤3级,无持续风向 ≤3级
2016年09月30日,晴,霾,14,24,无持续风向 ≤3级,无持续风向 ≤3级
2016年10月01日,霾,霾,15,25,无持续风向 ≤3级,无持续风向 ≤3级
2016年10月02日,霾,霾,16,26,无持续风向 ≤3级,无持续风向 ≤3级
2016年10月03日,霾,阵雨,16,28,无持续风向 ≤3级,无持续风向 ≤3级
2016年10月04日,阵雨,晴,13,22,无持续风向 ≤3级,无持续风向 ≤3级
2016年10月05日,晴,多云,13,24,无持续风向 ≤3级,无持续风向 ≤3级
2016年10月06日,小雨,小到中雨,14,17,无持续风向 ≤3级,无持续风向 ≤3级
2016年10月07日,小雨,多云,11,16,北风 4-5级,北风 4-5级
2016年10月08日,晴,晴,5,19,北风 4-5级,无持续风向 ≤3级
2016年10月09日,多云,晴,8,18,无持续风向 ≤3级,无持续风向 ≤3级
2016年10月10日,多云,晴,9,19,无持续风向 ≤3级,北风 3-4级
2016年10月11日,晴,多云,10,20,无持续风向 ≤3级,无持续风向 ≤3级
2016年10月12日,多云,霾,10,19,无持续风向 ≤3级,无持续风向 ≤3级
2016年10月13日,霾,霾,12,22,无持续风向 ≤3级,无持续风向 ≤3级
2016年10月14日,霾,霾,13,23,无持续风向 ≤3级,无持续风向 ≤3级
2016年10月15日,小雨,小雨,11,17,无持续风向 ≤3级,无持续风向 ≤3级
2016年10月16日,阴,晴,12,21,无持续风向 ≤3级,无持续风向 ≤3级
2016年10月17日,晴,晴,10,21,无持续风向 ≤3级,无持续风向 ≤3级
2016年10月18日,晴,多云,12,22,无持续风向 ≤3级,无持续风向 ≤3级
2016年10月19日,霾,小雨,13,22,无持续风向 ≤3级,无持续风向 ≤3级
2016年10月20日,小雨,小雨,11,15,无持续风向 ≤3级,无持续风向 ≤3级
2016年10月21日,小雨,小雨,10,13,无持续风向 ≤3级,无持续风向 ≤3级
2016年10月22日,阴,多云,7,14,无持续风向 ≤3级,无持续风向 ≤3级
2016年10月23日,晴,多云,5,15,无持续风向 ≤3级,无持续风向 ≤3级
2016年10月24日,多云,霾,6,14,无持续风向 ≤3级,无持续风向 ≤3级
2016年10月25日,霾,霾,10,17,无持续风向 ≤3级,无持续风向 ≤3级
2016年10月26日,多云,阴,9,15,无持续风向 ≤3级,无持续风向 ≤3级
2016年10月27日,小雨,小雨,6,11,无持续风向 ≤3级,北风 3-4级
2016年10月28日,晴,晴,2,13,北风 3-4级,无持续风向 ≤3级
2016年10月29日,晴,多云,2,11,无持续风向 ≤3级,无持续风向 ≤3级
2016年10月30日,多云,晴,3,13,北风 3-4级,北风 3-4级
2016年10月31日,晴,晴,-2,6,无持续风向 ≤3级,无持续风向 ≤3级
2016年11月01日,多云,晴,-2,8,无持续风向 ≤3级,无持续风向 ≤3级
2016年11月02日,晴,晴,0,12,无持续风向 ≤3级,无持续风向 ≤3级
2016年11月03日,霾,霾,2,15,无持续风向 ≤3级,无持续风向 ≤3级
2016年11月04日,霾,霾,4,15,无持续风向 ≤3级,无持续风向 ≤3级
2016年11月05日,多云,阴,3,17,无持续风向 ≤3级,无持续风向 ≤3级
2016年11月06日,阴,小雨,4,10,无持续风向 ≤3级,无持续风向 ≤3级
2016年11月07日,阴,晴,2,12,北风 4-5级,无持续风向 ≤3级
2016年11月08日,晴,晴,-1,10,无持续风向 <3级,无持续风向 <3级
2016年11月09日,霾,霾,2,10,无持续风向 <3级,无持续风向 <3级
2016年11月10日,霾,多云,1,8,无持续风向 ≤3级,无持续风向 ≤3级
2016年11月11日,多云,晴,1,11,无持续风向 ≤3级,无持续风向 ≤3级
2016年11月12日,晴,霾,2,12,无持续风向 ≤3级,无持续风向 ≤3级
2016年11月13日,霾,霾,3,11,无持续风向 ≤3级,北风 3-4级
2016年11月14日,晴,晴,-2,13,北风 4-5级,无持续风向 ≤3级
2016年11月15日,晴,多云,0,11,无持续风向 ≤3级,无持续风向 ≤3级
2016年11月16日,晴,霾,2,11,无持续风向 ≤3级,无持续风向 ≤3级
2016年11月17日,霾,霾,4,7,无持续风向 ≤3级,无持续风向 ≤3级
2016年11月18日,霾,霾,6,10,无持续风向 ≤3级,无持续风向 ≤3级
2016年11月19日,晴,小雨,3,14,北风 3-4级,无持续风向 ≤3级
2016年11月20日,雨夹雪,大雪,-1,5,无持续风向 ≤3级,北风 3-4级
2016年11月21日,小雪,晴,-9,0,北风 4-5级,北风 3-4级
2016年11月22日,晴,多云,-8,0,北风 3-4级,无持续风向 ≤3级
2016年11月23日,晴,晴,-6,3,无持续风向 ≤3级,无持续风向 ≤3级
2016年11月24日,晴,晴,-6,4,无持续风向 ≤3级,无持续风向 ≤3级
2016年11月25日,霾,霾,-5,5,无持续风向 ≤3级,无持续风向 ≤3级
2016年11月26日,霾,霾,-4,8,无持续风向 ≤3级,北风 3-4级
2016年11月27日,晴,晴,-4,8,北风 3-4级,无持续风向 ≤3级
2016年11月28日,晴,霾,-4,8,无持续风向 ≤3级,无持续风向 ≤3级
2016年11月29日,雨夹雪,雨夹雪,-3,4,无持续风向 ≤3级,无持续风向 ≤3级
2016年11月30日,霾,晴,-1,9,南风 ≤3级,西北风 ≤3级
2016年12月01日,晴,晴,-4,9,西北风 ≤3级,西南风 ≤3级
2016年12月02日,霾,霾,-3,9,无持续风向 ≤3级,无持续风向 ≤3级
2016年12月03日,霾,霾,-2,8,无持续风向 ≤3级,无持续风向 ≤3级
2016年12月04日,霾,霾,-2,9,北风 ≤3级,北风 ≤3级
2016年12月05日,晴,晴,-5,6,北风 3-4级,无持续风向 ≤3级
2016年12月06日,晴,晴,-3,6,南风 ≤3级,北风 ≤3级
2016年12月07日,多云,阴,-2,8,南风 ≤3级,西南风 ≤3级
2016年12月08日,晴,晴,-2,9,西北风 4-5级,北风 3-4级
2016年12月09日,晴,晴,-5,5,北风 ≤3级,北风 ≤3级
2016年12月10日,晴,霾,-4,5,南风 ≤3级,北风 ≤3级
2016年12月11日,霾,霾,-1,4,南风 ≤3级,北风 ≤3级
2016年12月12日,霾,多云,-3,6,北风 ≤3级,北风 ≤3级
2016年12月13日,多云,晴,-6,4,北风 ≤3级,北风 ≤3级
2016年12月14日,晴,晴,-6,2,南风 ≤3级,南风 ≤3级
2016年12月15日,晴,晴,-6,6,北风 3-4级,南风 ≤3级
2016年12月16日,霾,霾,-5,6,西南风 ≤3级,西南风 ≤3级
2016年12月17日,霾,霾,-4,6,东风 ≤3级,北风 ≤3级
2016年12月18日,霾,霾,-4,7,北风 ≤3级,北风 ≤3级
2016年12月19日,霾,霾,-4,8,西南风 ≤3级,北风 ≤3级
2016年12月20日,霾,雾,-2,5,南风 ≤3级,北风 ≤3级
2016年12月21日,霾,雾,-3,3,北风 ≤3级,北风 ≤3级
2016年12月22日,晴,晴,-5,6,西北风 3-4级,北风 3-4级
2016年12月23日,晴,多云,-6,3,北风 ≤3级,北风 ≤3级
2016年12月24日,多云,霾,-5,4,南风 ≤3级,北风 ≤3级
2016年12月25日,霾,小雪,-2,3,南风 ≤3级,北风 ≤3级
2016年12月26日,阴,多云,-7,4,南风 ≤3级,北风 ≤3级
2016年12月27日,晴,晴,-7,3,南风 ≤3级,北风 ≤3级
2016年12月28日,晴,晴,-7,4,北风 3-4级,北风 3-4级
2016年12月29日,晴,多云,-7,4,南风 ≤3级,北风 ≤3级
2016年12月30日,霾,霾,-6,2,北风 ≤3级,南风 ≤3级
2016年12月31日,霾,霾,-6,3,西南风 ≤3级,北风 ≤3级
2017年01月01日,霾,霾,-3,6,南风 ≤3级,北风 ≤3级
2017年01月02日,晴,霾,-6,6,南风 ≤3级,南风 ≤3级
2017年01月03日,霾,霾,-5,5,南风 ≤3级,南风 ≤3级
2017年01月04日,霾,霾,-5,6,北风 ≤3级,北风 ≤3级
2017年01月05日,小雪,霾,-4,2,北风 ≤3级,北风 ≤3级
2017年01月06日,霾,雾,-2,4,南风 ≤3级,北风 ≤3级
2017年01月07日,小雪,雾,-3,3,北风 ≤3级,西北风 ≤3级
2017年01月08日,晴,晴,-4,5,北风 ≤3级,北风 4-5级
2017年01月09日,晴,晴,-5,4,西南风 ≤3级,南风 ≤3级
2017年01月10日,晴,晴,-6,4,北风 3-4级,南风 ≤3级
2017年01月11日,晴,晴,-5,5,西南风 ≤3级,北风 ≤3级
2017年01月12日,晴,晴,-4,6,北风 ≤3级,北风 ≤3级
2017年01月13日,晴,晴,-4,4,北风 4-5级,北风 ≤3级
2017年01月14日,晴,晴,-7,3,东北风 ≤3级,东南风 ≤3级
2017年01月15日,多云,霾,-6,0,南风 ≤3级,东南风 ≤3级
2017年01月16日,小雪,霾,-5,1,东风 ≤3级,北风 ≤3级
2017年01月17日,霾,晴,-5,3,北风 ≤3级,北风 ≤3级
2017年01月18日,多云,小雪,-4,2,东北风 ≤3级,北风 3-4级
2017年01月19日,晴,晴,-8,2,北风 5-6级,北风 3-4级
2017年01月20日,晴,多云,-8,1,北风 ≤3级,北风 ≤3级
2017年01月21日,晴,晴,-9,0,北风 4-5级,西北风 ≤3级
2017年01月22日,晴,晴,-10,0,南风 ≤3级,南风 ≤3级
2017年01月23日,晴,晴,-8,1,北风 ≤3级,南风 ≤3级
2017年01月24日,晴,多云,-7,3,南风 ≤3级,南风 ≤3级
2017年01月25日,晴,阴,-4,4,南风 ≤3级,北风 ≤3级
2017年01月26日,晴,晴,-6,8,北风 4-5级,北风 3-4级
2017年01月27日,晴,多云,-5,6,西南风 3-4级,西南风 ≤3级
2017年01月28日,多云,多云,-3,4,南风 ≤3级,北风 4-5级
2017年01月29日,多云,晴,-8,0,北风 4-5级,北风 3-4级
2017年01月30日,晴,多云,-5,1,西南风 ≤3级,西南风 ≤3级
2017年01月31日,晴,晴,-4,5,西南风 ≤3级,北风 3-4级
2017年02月01日,晴,晴,-7,4,北风 3-4级,北风 ≤3级
2017年02月02日,晴,晴,-5,5,西南风 ≤3级,北风 ≤3级
2017年02月03日,多云,多云,-3,7,南风 ≤3级,北风 ≤3级
2017年02月04日,多云,晴,-2,8,北风 ≤3级,西北风 3-4级
2017年02月05日,晴,晴,-4,9,北风 ≤3级,北风 ≤3级
2017年02月06日,多云,阴,-5,5,南风 ≤3级,北风 ≤3级
2017年02月07日,阴,阴,-3,2,南风 ≤3级,西北风 3-4级
2017年02月08日,晴,晴,-7,4,北风 3-4级,北风 3-4级
2017年02月09日,晴,晴,-5,3,北风 4-5级,北风 4-5级
2017年02月10日,晴,晴,-6,4,北风 4-5级,北风 3-4级
2017年02月11日,晴,晴,-5,7,南风 ≤3级,北风 ≤3级
2017年02月12日,晴,晴,-3,10,南风 ≤3级,北风 ≤3级
2017年02月13日,晴,晴,-4,11,南风 ≤3级,北风 ≤3级
2017年02月14日,多云,晴,-3,7,南风 ≤3级,北风 ≤3级
2017年02月15日,多云,阴,1,8,南风 ≤3级,北风 3-4级
2017年02月16日,多云,晴,-3,10,北风 4-5级,北风 ≤3级
2017年02月17日,晴,晴,-4,5,南风 ≤3级,北风 ≤3级
2017年02月18日,晴,阴,-1,8,南风 ≤3级,北风 ≤3级
2017年02月19日,多云,晴,-2,15,北风 4-5级,北风 4-5级
2017年02月20日,多云,阴,-2,6,北风 4-5级,南风 ≤3级
2017年02月21日,小雪,小雪,-3,1,南风 ≤3级,北风 ≤3级
2017年02月22日,晴,晴,-3,6,北风 3-4级,北风 ≤3级
2017年02月23日,晴,晴,-4,8,南风 3-4级,北风 ≤3级
2017年02月24日,晴,晴,-2,11,南风 ≤3级,西北风 ≤3级
2017年02月25日,多云,多云,0,13,西北风 ≤3级,北风 ≤3级
